總分,技能,天賦,推薦,職缺,公司,來源,遠端,地點,命中關鍵字,連結
18,30,0,,【長期遠端工作F】遊戲軟體公司-初級技術支持客服/高級技術客服,台灣英特艾倫人力資源有限公司,Cake,,"台北市, 台灣 / 台灣台南市東區臺南 / 台灣高雄市鼓山區高雄 / 臺南市, 台灣 / 臺中市, 台灣 / 台灣臺北 / 台灣台中市北區臺中 / 台灣 / 高雄市, 台灣",分析、領導、解決問題,https://www.cake.me/companies/interislandtw/jobs/3bdbfb
18,30,0,,【客戶服務部】EAP客戶服務管理師,鉅微管理顧問股份有限公司,104,,台北市內湖區,規劃、顧問、客戶服務,https://www.104.com.tw/job/91yds
18,30,0,,全支付- Product Manager (內部系統、串接),全支付電子支付股份有限公司,Cake,,"中山區, 台北市, 台灣",分析、規劃、設計,https://www.cake.me/companies/pxpayplus/jobs/full-payment-product-manager-pm
18,63,0,,資深產品經理 (保證年薪 1.4M - 2.1M),天瀚國際科技有限公司,Cake,,"松山區, 台北市, 台灣",研究、分析、規劃、解決問題、協作、設計,https://www.cake.me/companies/universetech/jobs/product-manager-guaranteed-annual-salary-910k-1-5m
18,30,0,,媒體企劃高級專員(站台產品營運),數字廣告股份有限公司,Cake,,"新北市, 台灣",分析、規劃、設計,https://www.cake.me/companies/digitm-dfaf63/jobs/media-planning-specialist-a93481
18,30,0,,★迷你倉庫★【AI數位行銷】★【歡迎有興趣，願意嘗試Try AI工具應用於公司者~前來談談】,收多易迷你倉庫_收多易股份有限公司,104,,台北市大安區,分析、規劃、設計,https://www.104.com.tw/job/8rcjq
18,30,0,,AI應用工程師,數聯資安股份有限公司,Cake,,"內湖區, 台北市, 台灣",分析、領導、設計,https://www.cake.me/companies/issdu/jobs/AI-engineer-issdu
18,30,0,,中華經濟研究院國際經貿政策研究中心 誠徵專職計畫輔佐研究員,財團法人中華經濟研究院,104,,台北市中正區,研究、規劃,https://www.104.com.tw/job/90k2u
18,30,0,,空調經銷通路業務代表(台北、新北),萬益智慧科技有限公司,104,,新北市三重區,分析、解決問題、客戶服務,https://www.104.com.tw/job/8zj7v
18,30,0,,UI/UX 網頁工程師,天茶智能科技股份有限公司,104,,新北市新店區,規劃、協作、設計,https://www.104.com.tw/job/7y7dm
18,30,0,,【Rising 內部徵才】獵頭顧問 / 招募顧問 Headhunter/Recruitment Consultant - 半導體&物流 Semiconductor & Logistics,瑞星管理顧問股份有限公司,104,,台北市大安區,規劃、顧問、談判,https://www.104.com.tw/job/8wfkk
16,59,0,,【台北 T】 跨國遊戲公司 徵 遊戲產品經理,台灣英特艾倫人力資源有限公司,Cake,,"Maynila, Kalakhang Maynila, Pilipinas / 台北市, 台灣",研究、分析、領導、規劃、協作、設計,https://www.cake.me/companies/interislandtw/jobs/philippines-seo-black-hat-penetration-high-salary
16,26,0,,【🔥智慧建築與數位轉型的領先者！】業務專員 - 公司快速成長中擁有充足案源！,Cake Recruitment Consulting,Cake,,"大安區, 台北市, 台灣",分析、顧問、談判,https://www.cake.me/companies/cake-recruitment-consulting/jobs/a-leader-in-smart-buildings-and-digital-transformation-business-specialist-highly-growing-comp
16,26,0,,教學研發專員,貓頭鷹之夢有限公司,Cake,,"106台灣台北市大安區 / 台北市, 台灣",教學、設計,https://www.cake.me/companies/anne-education-2018/jobs/teaching-r-amp-d-specialist
16,26,0,,綠建築顧問,英商奧雅納工程顧問有限公司台北分公司,104,,台北市信義區,顧問、設計,https://www.104.com.tw/job/92kd5
16,26,0,,海外品牌業務主任,美科實業股份有限公司,Cake,,"中和區, 新北市, 台灣",規劃、談判、協作,https://www.cake.me/companies/macrohi/jobs/overseas-brand-business-director
16,26,0,,72775_ODM Customer Care Specialist (客戶服務代表)(Taipei),台灣康寧顯示玻璃股份有限公司 CORNING INC.,Cake,,"台北市, 台灣",協作、客戶服務,https://www.cake.me/companies/corninginc/jobs/72775_odm-customer-care-specialist-customer-service-representative-taipei
16,26,0,,【仲安生醫】業務銷售代表 (業務助理，客戶服務為主),中租迪和股份有限公司,Cake,,"內湖區, 台北市, 台灣",協作、客戶服務,https://www.cake.me/companies/86e/jobs/52473c21-bf6a-432a-b361-799157726290-zhong-39-an-biomedical-sales-672b163553235bed309b7292047c36
16,26,0,,資深專案企劃 (Senior Project Planner / Analyst),InAddition Consultants Ltd.,Cake,,"台北市, 台灣",規劃、顧問、設計,https://www.cake.me/companies/inaddition-consultants/jobs/software-project-manager-51a
16,26,0,,"採購專員/助理 (工作穩定, 高發展性工作)",CURISTA COFFEE 奎士咖啡_奎士股份有限公司,104,,新北市三重區,分析、規劃、談判,https://www.104.com.tw/job/86g7m
16,26,0,,業務代表Sales Representative(車載電子相關),香港商豐田通商先端電子有限公司台灣分公司,104,,台北市信義區,分析、談判、客戶服務,https://www.104.com.tw/job/91f7e
16,26,0,,客戶服務成功經理,阿里巴巴.com,LinkedIn,,台北,分析、客戶服務,https://tw.linkedin.com/jobs/view/%E5%AE%A2%E6%88%B6%E6%9C%8D%E5%8B%99%E6%88%90%E5%8A%9F%E7%B6%93%E7%90%86-at-alibaba-com-4413799407
16,26,0,,顧問類-顧問/資深顧問(金融合規與風險管理),羅兵咸永道,LinkedIn,,台北,研究、顧問,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E9%87%91%E8%9E%8D%E5%90%88%E8%A6%8F%E8%88%87%E9%A2%A8%E9%9A%AA%E7%AE%A1%E7%90%86-at-pwc-4404098011
16,26,0,,顧問類-顧問(數位轉型),羅兵咸永道,LinkedIn,,台北,分析、顧問,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B-at-pwc-4381963914
14,74,0,,顧問類- 資深顧問/經理(系統分析顧問 System Analysis Consultant),羅兵咸永道,LinkedIn,,台北,分析、規劃、顧問、談判、協作、設計,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E7%B6%93%E7%90%86-%E7%B3%BB%E7%B5%B1%E5%88%86%E6%9E%90%E9%A1%A7%E5%95%8F-system-analysis-consultant-at-pwc-4319010700
13,56,0,,數位產品規劃師,上海商業儲蓄銀行股份有限公司,104,,台北市中山區,研究、分析、規劃、客戶服務、設計,https://www.104.com.tw/job/797zh
13,22,0,,受雇律師(台北所),世興法律事務所,104,,台北市大安區,研究、分析,https://www.104.com.tw/job/8bl4i
13,22,0,,研究助理,衛生福利部國家中醫藥研究所,104,,台北市北投區,研究,https://www.104.com.tw/job/9272t
13,22,0,,【經管】戰略投資與產業分析專員(內湖辦公室),宣德科技股份有限公司,104,,台北市內湖區,分析,https://www.104.com.tw/job/8xviw
13,56,0,,知名產險公司 💰 管理職位，主導內部 IT 流程標準化與資訊治理，須具備管理經驗與基礎英文能力 - Project Manager 專案經理 - OW,Cake Recruitment Consulting,Cake,,"台北市, 台灣",分析、領導、規劃、顧問、協作、設計,https://www.cake.me/companies/cake-recruitment-consulting/jobs/management-position-at-a-well-known-property-and-casualty-insurance-company-leading-internal-it-pro
13,22,0,,2026 ASML 校園徵才｜台灣科技大學現場面談履歷投遞專區,ASML Taiwan 台灣艾司摩爾,Cake,,"林口區, 新北市, 台灣",分析、流程改善,https://www.cake.me/companies/ASML-Taiwan/jobs/j00334968-2026-asml-campus-recruitment-taiwan-university-of-science-a03c1088c8553ce5fba43142c24204
13,22,0,,記帳/查帳/會計稅務人員－年薪14個月up－以人為本，解決問題為核心價值的事務所,誠謹會計師事務所,104,,台北市中山區,解決問題,https://www.104.com.tw/job/70egz
13,22,0,,財務會計助理－以人為本，解決問題為核心價值的事務所,誠謹會計師事務所,104,,台北市中山區,解決問題,https://www.104.com.tw/job/8z825
13,22,0,,火星生技【資材處】採購助理,火星生技股份有限公司,104,,新北市中和區,分析、解決問題,https://www.104.com.tw/job/8jll7
13,22,0,,燦坤總部-稽核部-稽核課級主管,燦坤實業股份有限公司,104,,台北市內湖區,解決問題、設計,https://www.104.com.tw/job/901nj
13,22,0,,國立臺灣師範大學國語教學中心行政人員(教務組)1名,國立臺灣師範大學_國語教學中心,104,,台北市大安區,規劃、教學,https://www.104.com.tw/job/8us5u
13,22,0,,教育顧問 Education Consultant (早中晚班)_T07,FUNDAY_智擎數位科技股份有限公司,104,,台北市中山區,領導、顧問,https://www.104.com.tw/job/7fo8n
13,22,0,,【@cosme】資深美妝客戶業務顧問,i-TRUE 艾思網絡股份有限公司︱@cosme,Cake,,"台北市, 台灣",規劃、顧問,https://www.cake.me/companies/i-true/jobs/cosme-senior-beauty-customer-business-consultant
13,22,0,,服務顧問／Service Consultant,自由系統股份有限公司,Cake,,"南港區, 台北市, 台灣",規劃、顧問,https://www.cake.me/companies/freedom-net/jobs/service-consultant
13,22,0,,【廣代/公關轉職首選】商務發展專員 BD (配發 MacBook M4)｜混合遠端/不須應酬,上策行銷有限公司 Bespo Marketing,Cake,,"台北市, 台灣",顧問、談判、發想,https://www.cake.me/companies/bespo-marketing/jobs/no-socializing-required-available-to-start-work-after-the-new-year-business-development-manage-439
13,22,0,,【總務專員】行政支援 #庶務管理 #辦公室採購 #環境安全衛生 #活動協辦 #細心就是你的超能力  #跨部門溝通協作 #週休二日,遠景股份有限公司,104,,台北市南港區,協作,https://www.104.com.tw/job/8vbht
13,22,0,,『Hahow for Business』企業學習方案設計經理 Learning Solution Design Manager,Hahow 好學校,LinkedIn,,台北,設計,https://tw.linkedin.com/jobs/view/%E3%80%8Ehahow-for-business%E3%80%8F%E4%BC%81%E6%A5%AD%E5%AD%B8%E7%BF%92%E6%96%B9%E6%A1%88%E8%A8%AD%E8%A8%88%E7%B6%93%E7%90%86-learning-solution-design-manager-at-hahow-%E5%A5%BD%E5%AD%B8%E6%A0%A1-4410733924
13,22,0,,【南西誠品 銷售顧問】新人期間前三個月保障薪資 $42000！,空白格文創有限公司,104,,台北市中山區,規劃、顧問,https://www.104.com.tw/job/897to
13,22,0,,財務流程與數位化專員（會計／出納背景｜流程優化｜AI 工具應用）,渼笛科多元行銷有限公司,104,,新北市中和區,流程改善、協作,https://www.104.com.tw/job/8ycqr
13,22,0,,AI 應用工程師 【Python/Node.js】,數邁科技股份有限公司,Cake,,"松山區, 台北市, 台灣",協作、設計,https://www.cake.me/companies/8a5/jobs/ai-software-eng
13,22,0,,【資訊】AI應用工程師,中租迪和股份有限公司,Cake,,"內湖區, 台北市, 台灣",研究、設計,https://www.cake.me/companies/86e/jobs/119e1806-9719-43aa-9c3d-9547ce57f126-news-ai-application-engineer-5a24b0b0d747ae16a282ac6417426b
13,22,0,,行政類(台北)_品牌網頁設計師,羅兵咸永道,LinkedIn,,台北,設計,https://tw.linkedin.com/jobs/view/%E8%A1%8C%E6%94%BF%E9%A1%9E-%E5%8F%B0%E5%8C%97-%E5%93%81%E7%89%8C%E7%B6%B2%E9%A0%81%E8%A8%AD%E8%A8%88%E5%B8%AB-at-pwc-4386340693
13,22,0,,設計助理,王氏研創藝術有限公司,104,,新北市新店區,設計,https://www.104.com.tw/job/90u2t
13,22,0,,助理設計師,斕軒設計室內裝修有限公司,104,,台北市中正區,設計,https://www.104.com.tw/job/7ng48
13,56,0,,數位產品規劃師,上海商業儲蓄銀行 SCSB,LinkedIn,,台北,研究、分析、規劃、客戶服務、設計,https://tw.linkedin.com/jobs/view/%E6%95%B8%E4%BD%8D%E7%94%A2%E5%93%81%E8%A6%8F%E5%8A%83%E5%B8%AB-at-the-shanghai-commercial-savings-bank-4273510164
13,22,0,,音樂教室專員_台北雙和教學中心,朱宗慶打擊樂團隊_傑優文化事業股份有限公司,104,,新北市中和區,規劃、教學,https://www.104.com.tw/job/3xt99
13,22,0,,【內部職缺】獵頭顧問 Recruitment Consultant - 台北辦公室 | 歡迎應屆畢業生,佰德管理顧問有限公司,104,,台北市內湖區,顧問、談判,https://www.104.com.tw/job/8s81w
13,22,0,,[台北] 儲備留學顧問/正式留學顧問 (Education  Consultant),艾爾斯留遊學_艾爾斯國際諮詢顧問有限公司,104,,台北市大安區,規劃、顧問,https://www.104.com.tw/job/3oqty
11,52,0,,UI/UX Designer 企劃設計師,英屬開曼群島商維登牙業集團股份有限公司,104,,台北市大同區,分析、規劃、協作、設計,https://www.104.com.tw/job/8uavu
11,52,0,,系統分析工程師,星星電力股份有限公司,104,,台北市士林區,分析、規劃、協作、設計,https://www.104.com.tw/job/8ys1n
11,19,0,,電商行銷主任 （社群／行銷）,愛納奇國際有限公司,104,,台北市中山區,規劃、協作,https://www.104.com.tw/job/8laam
11,19,0,,🍛 指標金融集團｜商務餐廳服務經理 ☕ - LT,Cake Recruitment Consulting,Cake,,"台北市, 台灣",顧問、設計,https://www.cake.me/companies/cake-recruitment-consulting/jobs/benchmark-financial-group-business-restaurant-service-manager-lt
11,52,0,,【數金】數位產品專案規劃 PM (數位專案/AI應用/流程優化),中租迪和股份有限公司,Cake,,"內湖區, 台北市, 台灣",規劃、流程改善、解決問題、顧問、發想,https://www.cake.me/companies/86e/jobs/a2483b6a-9561-4a77-8b0c-e608805208bd-digital-finance-digital-produc-802172e68f40642a43ae3d29e315bc
11,19,0,,課程執行專員,言果學習股份有限公司,Cake,,"台北市, 台灣",分析、教學,https://www.cake.me/companies/yanguo/jobs/curriculum-executive
11,52,0,,【數位設計】資深 UI/UX 設計師 (Senior UI/UX Designer / Product Strategist)_1715,技嘉科技股份有限公司 GIGABYTE,Cake,,"新店區, 新北市, 台灣",研究、規劃、協作、設計,https://www.cake.me/companies/gigabyte/jobs/digital-design-senior-ui-ux-designer-product-strategist_1715
11,19,0,,SEO 內容編輯 SEO Content Editor,Shoalter Technology Ltd.英屬維京群島商易貿創投有限公司台灣分公司,Cake,,"松山區, 台北市, 台灣",研究、發想,https://www.cake.me/companies/hktv-hk-big5-global-home-htm-d36855/jobs/seo-content-editor
11,19,0,,軟體專案經理 (Software Project Manager),InAddition Consultants Ltd.,Cake,,"台北市, 台灣",顧問、設計,https://www.cake.me/companies/inaddition-consultants/jobs/businesspm
11,19,0,,知名SaaS電商｜電商營運專員 (一年期長期合約 / 具轉正機會),Cake Recruitment Consulting,Cake,,"松山區, 台北市, 台灣",顧問、協作,https://www.cake.me/companies/cake-recruitment-consulting/jobs/leading-saas-e-commerce-platform-e-commerce-operations-specialist-one-year-long-term-contract-o
11,19,0,,越南市場運營 Vietnam Marketing Operations,玩美行動股份有限公司,Cake,,"台灣台北市 / 內湖區, 台北市, 台灣",談判、協作,https://www.cake.me/companies/meitu-740e16/jobs/global-marketing-operations-vietnam
11,19,0,,伺服器系統管理師,國泰世紀產物保險股份有限公司,Cake,,"內湖區, 台北市, 台灣",規劃、設計,https://www.cake.me/companies/cathayins/jobs/server-system-administrator
11,52,0,,【氣候變遷及永續發展/ ESG服務】永續準則組 - 顧問/資深顧問,安永,LinkedIn,,台北,研究、分析、領導、規劃、顧問,https://tw.linkedin.com/jobs/view/%E3%80%90%E6%B0%A3%E5%80%99%E8%AE%8A%E9%81%B7%E5%8F%8A%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95-esg%E6%9C%8D%E5%8B%99%E3%80%91%E6%B0%B8%E7%BA%8C%E6%BA%96%E5%89%87%E7%B5%84-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-at-ey-4377906350
11,52,0,,【氣候變遷及永續發展/ ESG服務】社會組 - 顧問/資深顧問,安永,LinkedIn,,台北,研究、分析、領導、規劃、顧問,https://tw.linkedin.com/jobs/view/%E3%80%90%E6%B0%A3%E5%80%99%E8%AE%8A%E9%81%B7%E5%8F%8A%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95-esg%E6%9C%8D%E5%8B%99%E3%80%91%E7%A4%BE%E6%9C%83%E7%B5%84-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-at-ey-4377690868
9,48,0,,富邦科技保代-數位平台規劃人員,富邦科技保險代理人股份有限公司,104,,台北市中正區,研究、分析、規劃、設計,https://www.104.com.tw/job/8t3sc
9,15,0,,教學助理,新北市林口區興福國民小學,104,,新北市林口區,教學,https://www.104.com.tw/job/82x5s
9,15,0,,留學策略顧問 (Education Consultant),新學留學顧問有限公司,104,Y,台北市中正區,顧問,https://www.104.com.tw/job/8l6o4
9,15,0,,【外商好機會別錯過】全球規模最大人資顧問公司-【Adecco藝珂人事顧問公司】誠徵 Headhunter◆Recruiter◆Consultant◆招募顧問◆內勤業務◆喜歡環境活潑追求高薪的你不可錯過_-AMR_864,藝珂人事顧問股份有限公司,104,,台北市信義區,顧問,https://www.104.com.tw/job/8ufcz
9,15,0,,顧問類(台北)-(資訊安全流程顧問),羅兵咸永道,LinkedIn,,台北,顧問,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E5%8F%B0%E5%8C%97-%E8%B3%87%E8%A8%8A%E5%AE%89%E5%85%A8%E6%B5%81%E7%A8%8B%E9%A1%A7%E5%95%8F-at-pwc-4159341562
9,15,0,,【策略與交易諮詢服務】精算服務 - 顧問/資深顧問,安永,LinkedIn,,台北,顧問,https://tw.linkedin.com/jobs/view/%E3%80%90%E7%AD%96%E7%95%A5%E8%88%87%E4%BA%A4%E6%98%93%E8%AB%AE%E8%A9%A2%E6%9C%8D%E5%8B%99%E3%80%91%E7%B2%BE%E7%AE%97%E6%9C%8D%E5%8B%99-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-at-ey-4375704435
7,44,0,,【技術】資深產品規劃師/資深產品經理,PChome Online_網路家庭國際資訊(股)公司,104,,台北市大安區,規劃、解決問題、談判、設計,https://www.104.com.tw/job/7xacm
6,59,0,,Quantitative Researcher,"MaiCoin, Ltd.",LinkedIn,,台北,研究、分析、預測、領導、設計,https://tw.linkedin.com/jobs/view/quantitative-researcher-at-maicoin-ltd-4394755663
4,41,0,,營運流程改善主管【新莊】,裕源紡織股份有限公司,104,,新北市新莊區,分析、規劃、流程改善,https://www.104.com.tw/job/922ne
4,41,0,,商業分析師,拓樸龍科技股份有限公司,104,,台北市中正區,分析、規劃、協作,https://www.104.com.tw/job/8x3gi
2,37,0,,產品規劃專員,淇譽電子科技股份有限公司,104,,新北市中和區,研究、分析、規劃,https://www.104.com.tw/job/91ycf
2,37,0,,顧問類-顧問/資深顧問-(不動產商仲估價),羅兵咸永道,LinkedIn,,台北,分析、顧問、協作,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E4%B8%8D%E5%8B%95%E7%94%A2%E5%95%86%E4%BB%B2%E4%BC%B0%E5%83%B9-at-pwc-4336067693
2,37,0,,顧問類-顧問/資深顧問-(不動產商仲估價),羅兵咸永道,LinkedIn,,台北,分析、顧問、協作,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E4%B8%8D%E5%8B%95%E7%94%A2%E5%95%86%E4%BB%B2%E4%BC%B0%E5%83%B9-at-pwc-4335868292
1,52,0,,System Analyst 系統分析師,科替科技有限公司,104,,台北市內湖區,分析、規劃、協作、設計,https://www.104.com.tw/job/92a20
1,52,0,,系統分析師 System Analyst_台北,昕力資訊股份有限公司,104,,台北市信義區,分析、規劃、協作、設計,https://www.104.com.tw/job/8wjfg
1,52,0,,Research associates,中央研究院,LinkedIn,,台北,研究、分析、規劃、設計,https://tw.linkedin.com/jobs/view/research-associates-at-academia-sinica-taiwan-4294336456
0,37,0,,顧問類-顧問/資深顧問(業務分析人員)(金融保險業),羅兵咸永道,LinkedIn,,台北,分析、顧問,https://tw.linkedin.com/jobs/view/%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E6%A5%AD%E5%8B%99%E5%88%86%E6%9E%90%E4%BA%BA%E5%93%A1-%E9%87%91%E8%9E%8D%E4%BF%9D%E9%9A%AA%E6%A5%AD-at-pwc-4304671653
0,48,0,,資深需求分析與系統規劃師,北美智權股份有限公司,104,Y,新北市永和區,分析、規劃、設計,https://www.104.com.tw/job/8tjod
0,41,0,,營運管理分析專員,阿瘦實業股份有限公司,104,,台北市中山區,研究、分析、規劃,https://www.104.com.tw/job/8v1ce
0,33,0,,產品專員,菲律賓商加文創投有限公司台灣分公司,104,,台北市內湖區,分析、協作、設計,https://www.104.com.tw/job/8x6s4
0,33,0,,【SA】軟體開發部 — 系統分析師 *新北產業園區-總公司*,仁大資訊股份有限公司,104,,新北市五股區,分析、協作,https://www.104.com.tw/job/8z7x3
0,33,0,,資深系統分析師(中正紀念堂),康翔科技股份有限公司,104,,台北市中正區,分析、設計,https://www.104.com.tw/job/8jig6
0,41,0,,室內設計助理,上研室內裝修設計有限公司,104,,台北市中山區,規劃、協作、設計,https://www.104.com.tw/job/91q8t
0,37,0,,運輸規劃師,智行股份有限公司,104,Y,台北市中正區,分析、規劃、設計,https://www.104.com.tw/job/6z1zw
0,26,0,,[台北市：中山區、大同區] 素養教學老師 (鐘點、跑班老師),中華未來學校教育學會,104,,台北市中山區,研究、教學,https://www.104.com.tw/job/8acwb
0,33,0,,(歡迎新鮮人!) Product Analyst 產品分析師 / Product Management 產品管理部,Shopee,LinkedIn,,台北,研究、分析,https://tw.linkedin.com/jobs/view/%E6%AD%A1%E8%BF%8E%E6%96%B0%E9%AE%AE%E4%BA%BA%21-product-analyst-%E7%94%A2%E5%93%81%E5%88%86%E6%9E%90%E5%B8%AB-product-management-%E7%94%A2%E5%93%81%E7%AE%A1%E7%90%86%E9%83%A8-at-shopee-4399182071
0,41,0,,B2C Business Data Analyst 數據分析師 / 蝦皮直營,Shopee,LinkedIn,,台北,分析、預測、設計,https://tw.linkedin.com/jobs/view/b2c-business-data-analyst-%E6%95%B8%E6%93%9A%E5%88%86%E6%9E%90%E5%B8%AB-%E8%9D%A6%E7%9A%AE%E7%9B%B4%E7%87%9F-at-shopee-4360899091
0,33,0,,Shopee APP - Business Analyst 商城專案分析 / Business Development 商業營運部,Shopee,LinkedIn,,台北,分析、協作,https://tw.linkedin.com/jobs/view/shopee-app-business-analyst-%E5%95%86%E5%9F%8E%E5%B0%88%E6%A1%88%E5%88%86%E6%9E%90-business-development-%E5%95%86%E6%A5%AD%E7%87%9F%E9%81%8B%E9%83%A8-at-shopee-4395978261
0,41,0,,資訊類(台北)-系統分析師,羅兵咸永道,LinkedIn,,台北,分析、規劃、設計,https://tw.linkedin.com/jobs/view/%E8%B3%87%E8%A8%8A%E9%A1%9E-%E5%8F%B0%E5%8C%97-%E7%B3%BB%E7%B5%B1%E5%88%86%E6%9E%90%E5%B8%AB-at-pwc-4259489693
0,30,0,,執行長室特助暨營運協調官 (Chief of Staff / Operations Coordinator),i good Point 好事交易所_綠籽文創股份有限公司,104,,台北市中正區,分析、規劃、解決問題,https://www.104.com.tw/job/80kl9
0,33,0,,【金融科技】AML系統分析師,玉山銀行_玉山商業銀行股份有限公司,104,,台北市松山區,分析、設計,https://www.104.com.tw/job/8y9ro
0,30,0,,【ESG策略與永續發展諮詢服務】永續確信諮詢 顧問/資深顧問,安永,LinkedIn,,台北,領導、規劃、顧問,https://tw.linkedin.com/jobs/view/%E3%80%90esg%E7%AD%96%E7%95%A5%E8%88%87%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95%E8%AB%AE%E8%A9%A2%E6%9C%8D%E5%8B%99%E3%80%91%E6%B0%B8%E7%BA%8C%E7%A2%BA%E4%BF%A1%E8%AB%AE%E8%A9%A2-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-at-ey-4377694773
0,48,0,,名單行銷活動與客群經營規劃人員,PCA Life Assurance Co Ltd. (保誠人壽),LinkedIn,,台北,分析、規劃、協作、設計,https://tw.linkedin.com/jobs/view/%E5%90%8D%E5%96%AE%E8%A1%8C%E9%8A%B7%E6%B4%BB%E5%8B%95%E8%88%87%E5%AE%A2%E7%BE%A4%E7%B6%93%E7%87%9F%E8%A6%8F%E5%8A%83%E4%BA%BA%E5%93%A1-at-pca-life-assurance-co-ltd-%E4%BF%9D%E8%AA%A0%E4%BA%BA%E5%A3%BD-4414918058
0,26,0,,C.顧問類-顧問/資深顧問/經理(資料治理),羅兵咸永道,LinkedIn,,台北,研究、顧問,https://tw.linkedin.com/jobs/view/c-%E9%A1%A7%E5%95%8F%E9%A1%9E-%E9%A1%A7%E5%95%8F-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-%E7%B6%93%E7%90%86-%E8%B3%87%E6%96%99%E6%B2%BB%E7%90%86-at-pwc-4398363013
0,22,0,,Hiring for 2026! Entry-Level English Teacher Abroad (Teach in China – Full Training & Visa Sponsorship),English 1,LinkedIn,,台北,領導、教學,https://tw.linkedin.com/jobs/view/hiring-for-2026%21-entry-level-english-teacher-abroad-teach-in-china-%E2%80%93-full-training-visa-sponsorship-at-english-1-4429568119
0,22,0,,Hiring for 2026! Entry-Level English Teacher Abroad (Teach in China – Full Training & Visa Sponsorship),English 1,LinkedIn,,台北,領導、教學,https://tw.linkedin.com/jobs/view/hiring-for-2026%21-entry-level-english-teacher-abroad-teach-in-china-%E2%80%93-full-training-visa-sponsorship-at-english-1-4429248514
0,22,0,,Hiring for 2026! Entry-Level English Teacher Abroad (Teach in China – Full Training & Visa Sponsorship),English 1,LinkedIn,,台北,領導、教學,https://tw.linkedin.com/jobs/view/hiring-for-2026%21-entry-level-english-teacher-abroad-teach-in-china-%E2%80%93-full-training-visa-sponsorship-at-english-1-4429231764
0,22,0,,Hiring for 2026! Entry-Level English Teacher Abroad (Teach in China – Full Training & Visa Sponsorship),English 1,LinkedIn,,台北,領導、教學,https://tw.linkedin.com/jobs/view/hiring-for-2026%21-entry-level-english-teacher-abroad-teach-in-china-%E2%80%93-full-training-visa-sponsorship-at-english-1-4429551507
0,30,0,,English Teacher,English 1,LinkedIn,,台北,領導、規劃、教學,https://tw.linkedin.com/jobs/view/english-teacher-at-english-1-4428824122
0,30,0,,Hiring for 2026 Entry-Level English Teacher (ESL) | No Experience Needed,English 1,LinkedIn,,台北,領導、規劃、教學,https://tw.linkedin.com/jobs/view/hiring-for-2026-entry-level-english-teacher-esl-no-experience-needed-at-english-1-4430708316
0,48,0,,【策略與交易諮詢服務】交易盡職調查 - 資深顧問,安永,LinkedIn,,台北,研究、分析、顧問、草圖,https://tw.linkedin.com/jobs/view/%E3%80%90%E7%AD%96%E7%95%A5%E8%88%87%E4%BA%A4%E6%98%93%E8%AB%AE%E8%A9%A2%E6%9C%8D%E5%8B%99%E3%80%91%E4%BA%A4%E6%98%93%E7%9B%A1%E8%81%B7%E8%AA%BF%E6%9F%A5-%E8%B3%87%E6%B7%B1%E9%A1%A7%E5%95%8F-at-ey-4385032980
0,30,0,,稅務類- 企業併購 (Mergers & Acquisitions) 稅務顧問,羅兵咸永道,LinkedIn,,台北,規劃、顧問、談判,https://tw.linkedin.com/jobs/view/%E7%A8%85%E5%8B%99%E9%A1%9E-%E4%BC%81%E6%A5%AD%E4%BD%B5%E8%B3%BC-mergers-acquisitions-%E7%A8%85%E5%8B%99%E9%A1%A7%E5%95%8F-at-pwc-4228857583
